sqrt_radius,isPrime,mod4,factors,cc,cartesian,img_ops,size
270,false,,"[2, 3, 3, 3, 5]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 3 + 0im, 2 + 1im, 2 - 1im]",Complex[],Any[],"(0,)"
271,true,3,[271],Complex[271 + 0im],Complex[271 + 0im],"Complex[271 + 0im, 0 + 271im, 0 - 271im, -271 + 0im]","(4,)"
272,false,,"[2, 2, 2, 2, 17]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 4im, 1 - 4im]","Complex[-4 - 16im, -4 + 16im, 4 + 4im, 34 - 34im]","Complex[-4 - 16im, -4 + 16im, 4 + 4im, 34 - 34im, 16 - 4im, -16 - 4im, -4 + 4im, 34 + 34im, -16 + 4im, 16 + 4im, 4 - 4im, -34 - 34im, 4 + 16im, 4 - 16im, -4 - 4im, -34 + 34im]","(16,)"
273,false,1,"[3, 7, 13]","Complex[3 + 0im, 7 + 0im, 3 + 2im, 3 - 2im]","Complex[9 + 6im, 21 - 14im, 21 + 0im, 13 + 0im]","Complex[9 + 6im, 21 - 14im, 21 + 0im, 13 + 0im, -6 + 9im, 14 + 21im, 0 + 21im, 0 + 13im, 6 - 9im, -14 - 21im, 0 - 21im, 0 - 13im, -9 - 6im, -21 + 14im, -21 + 0im, -13 + 0im]","(16,)"
274,false,,"[2, 137]","Complex[1 + 1im, 1 - 1im, 4 + 11im, 4 - 11im]","Complex[-7 + 15im, -7 - 15im, 2 + 0im, 137 + 0im]","Complex[-7 + 15im, -7 - 15im, 2 + 0im, 137 + 0im, -15 - 7im, 15 - 7im, 0 + 2im, 0 + 137im, 15 + 7im, -15 + 7im, 0 - 2im, 0 - 137im, 7 - 15im, 7 + 15im, -2 + 0im, -137 + 0im]","(16,)"
275,false,3,"[5, 5, 11]","Complex[2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im, 11 + 0im]",Complex[],Any[],"(0,)"
276,false,,"[2, 2, 3, 23]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 23 + 0im]","Complex[0 + 6im, 0 - 46im, 2 + 2im, 69 - 69im]","Complex[0 + 6im, 0 - 46im, 2 + 2im, 69 - 69im, -6 + 0im, 46 + 0im, -2 + 2im, 69 + 69im, 6 + 0im, -46 + 0im, 2 - 2im, -69 - 69im, 0 - 6im, 0 + 46im, -2 - 2im, -69 + 69im]","(16,)"
277,true,1,[277],"Complex[9 + 14im, 9 - 14im]","Complex[9 + 14im, 9 - 14im]","Complex[9 + 14im, 9 - 14im, -14 + 9im, 14 + 9im, 14 - 9im, -14 - 9im, -9 - 14im, -9 + 14im]","(8,)"
278,false,,"[2, 139]","Complex[1 + 1im, 1 - 1im, 139 + 0im]",Complex[],Any[],"(0,)"
279,false,3,"[3, 3, 31]","Complex[3 + 0im, 3 + 0im, 31 + 0im]",Complex[],Any[],"(0,)"
280,false,,"[2, 2, 2, 5, 7]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 7 + 0im]",Complex[],Any[],"(0,)"
281,true,1,[281],"Complex[16 + 5im, 16 - 5im]","Complex[16 + 5im, 16 - 5im]","Complex[16 + 5im, 16 - 5im, -5 + 16im, 5 + 16im, 5 - 16im, -5 - 16im, -16 - 5im, -16 + 5im]","(8,)"
282,false,,"[2, 3, 47]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 47 + 0im]","Complex[3 + 3im, 47 - 47im, 2 + 0im, 141 + 0im]","Complex[3 + 3im, 47 - 47im, 2 + 0im, 141 + 0im, -3 + 3im, 47 + 47im, 0 + 2im, 0 + 141im, 3 - 3im, -47 - 47im, 0 - 2im, 0 - 141im, -3 - 3im, -47 + 47im, -2 + 0im, -141 + 0im]","(16,)"
283,true,3,[283],Complex[283 + 0im],Complex[283 + 0im],"Complex[283 + 0im, 0 + 283im, 0 - 283im, -283 + 0im]","(4,)"
284,false,,"[2, 2, 71]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 71 + 0im]",Complex[],Any[],"(0,)"
285,false,1,"[3, 5, 19]","Complex[3 + 0im, 2 + 1im, 2 - 1im, 19 + 0im]","Complex[6 - 3im, 38 + 19im, 6 + 3im, 38 - 19im]","Complex[6 - 3im, 38 + 19im, 6 + 3im, 38 - 19im, 3 + 6im, -19 + 38im, -3 + 6im, 19 + 38im, -3 - 6im, 19 - 38im, 3 - 6im, -19 - 38im, -6 + 3im, -38 - 19im, -6 - 3im, -38 + 19im]","(16,)"
286,false,,"[2, 11, 13]","Complex[1 + 1im, 1 - 1im, 11 + 0im, 3 + 2im, 3 - 2im]",Complex[],Any[],"(0,)"
287,false,3,"[7, 41]","Complex[7 + 0im, 4 + 5im, 4 - 5im]",Complex[],Any[],"(0,)"
288,false,,"[2, 2, 2, 2, 2, 3, 3]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im]","Complex[-12 - 12im, -12 + 12im, 8 + 0im, 36 + 0im]","Complex[-12 - 12im, -12 + 12im, 8 + 0im, 36 + 0im, 12 - 12im, 0 + 8im, 0 + 36im, 12 + 12im, 0 - 8im, 0 - 36im, -8 + 0im, -36 + 0im]","(12,)"
289,false,1,"[17, 17]","Complex[1 + 4im, 1 - 4im, 1 + 4im, 1 - 4im]","Complex[-15 + 8im, -15 - 8im, 17 + 0im]","Complex[-15 + 8im, -15 - 8im, 17 + 0im, -8 - 15im, 8 - 15im, 0 + 17im, 8 + 15im, -8 + 15im, 0 - 17im, 15 - 8im, 15 + 8im, -17 + 0im]","(12,)"
290,false,,"[2, 5, 29]","Complex[1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 2 + 5im, 2 - 5im]","Complex[-13 + 11im, -13 - 11im, 4 + 2im, 58 - 29im]","Complex[-13 + 11im, -13 - 11im, 4 + 2im, 58 - 29im, -11 - 13im, 11 - 13im, -2 + 4im, 29 + 58im, 11 + 13im, -11 + 13im, 2 - 4im, -29 - 58im, 13 - 11im, 13 + 11im, -4 - 2im, -58 + 29im]","(16,)"
291,false,3,"[3, 97]","Complex[3 + 0im, 4 + 9im, 4 - 9im]",Complex[],Any[],"(0,)"
292,false,,"[2, 2, 73]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 8 + 3im, 8 - 3im]","Complex[-6 + 16im, -6 - 16im, 2 + 2im, 73 - 73im]","Complex[-6 + 16im, -6 - 16im, 2 + 2im, 73 - 73im, -16 - 6im, 16 - 6im, -2 + 2im, 73 + 73im, 16 + 6im, -16 + 6im, 2 - 2im, -73 - 73im, 6 - 16im, 6 + 16im, -2 - 2im, -73 + 73im]","(16,)"
293,true,1,[293],"Complex[2 + 17im, 2 - 17im]","Complex[2 + 17im, 2 - 17im]","Complex[2 + 17im, 2 - 17im, -17 + 2im, 17 + 2im, 17 - 2im, -17 - 2im, -2 - 17im, -2 + 17im]","(8,)"
294,false,,"[2, 3, 7, 7]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 7 + 0im, 7 + 0im]",Complex[],Any[],"(0,)"
295,false,3,"[5, 59]","Complex[2 + 1im, 2 - 1im, 59 + 0im]",Complex[],Any[],"(0,)"
296,false,,"[2, 2, 2, 37]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 6im, 1 - 6im]","Complex[-14 - 10im, -14 + 10im, 4 + 0im, 74 + 0im]","Complex[-14 - 10im, -14 + 10im, 4 + 0im, 74 + 0im, 10 - 14im, -10 - 14im, 0 + 4im, 0 + 74im, -10 + 14im, 10 + 14im, 0 - 4im, 0 - 74im, 14 + 10im, 14 - 10im, -4 + 0im, -74 + 0im]","(16,)"
297,false,1,"[3, 3, 3, 11]","Complex[3 + 0im, 3 + 0im, 3 + 0im, 11 + 0im]","Complex[9 + 0im, 33 + 0im]","Complex[9 + 0im, 33 + 0im, 0 + 9im, 0 + 33im, 0 - 9im, 0 - 33im, -9 + 0im, -33 + 0im]","(8,)"
298,false,,"[2, 149]","Complex[1 + 1im, 1 - 1im, 7 + 10im, 7 - 10im]","Complex[-3 + 17im, -3 - 17im, 2 + 0im, 149 + 0im]","Complex[-3 + 17im, -3 - 17im, 2 + 0im, 149 + 0im, -17 - 3im, 17 - 3im, 0 + 2im, 0 + 149im, 17 + 3im, -17 + 3im, 0 - 2im, 0 - 149im, 3 - 17im, 3 + 17im, -2 + 0im, -149 + 0im]","(16,)"
299,false,3,"[13, 23]","Complex[3 + 2im, 3 - 2im, 23 + 0im]",Complex[],Any[],"(0,)"
300,false,,"[2, 2, 3, 5, 5]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im]",Complex[],Any[],"(0,)"
301,false,1,"[7, 43]","Complex[7 + 0im, 43 + 0im]","Complex[7 + 0im, 43 + 0im]","Complex[7 + 0im, 43 + 0im, 0 + 7im, 0 + 43im, 0 - 7im, 0 - 43im, -7 + 0im, -43 + 0im]","(8,)"
302,false,,"[2, 151]","Complex[1 + 1im, 1 - 1im, 151 + 0im]",Complex[],Any[],"(0,)"
303,false,3,"[3, 101]","Complex[3 + 0im, 10 + 1im, 10 - 1im]",Complex[],Any[],"(0,)"
304,false,,"[2, 2, 2, 2, 19]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 19 + 0im]",Complex[],Any[],"(0,)"
305,false,1,"[5, 61]","Complex[2 + 1im, 2 - 1im, 5 + 6im, 5 - 6im]","Complex[4 + 17im, 4 - 17im, 5 + 0im, 61 + 0im]","Complex[4 + 17im, 4 - 17im, 5 + 0im, 61 + 0im, -17 + 4im, 17 + 4im, 0 + 5im, 0 + 61im, 17 - 4im, -17 - 4im, 0 - 5im, 0 - 61im, -4 - 17im, -4 + 17im, -5 + 0im, -61 + 0im]","(16,)"
306,false,,"[2, 3, 3, 17]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 1 + 4im, 1 - 4im]","Complex[-9 + 15im, -9 - 15im, 6 + 0im, 51 + 0im]","Complex[-9 + 15im, -9 - 15im, 6 + 0im, 51 + 0im, -15 - 9im, 15 - 9im, 0 + 6im, 0 + 51im, 15 + 9im, -15 + 9im, 0 - 6im, 0 - 51im, 9 - 15im, 9 + 15im, -6 + 0im, -51 + 0im]","(16,)"
307,true,3,[307],Complex[307 + 0im],Complex[307 + 0im],"Complex[307 + 0im, 0 + 307im, 0 - 307im, -307 + 0im]","(4,)"
308,false,,"[2, 2, 7, 11]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 7 + 0im, 11 + 0im]","Complex[0 + 14im, 0 - 22im, 2 + 2im, 77 - 77im]","Complex[0 + 14im, 0 - 22im, 2 + 2im, 77 - 77im, -14 + 0im, 22 + 0im, -2 + 2im, 77 + 77im, 14 + 0im, -22 + 0im, 2 - 2im, -77 - 77im, 0 - 14im, 0 + 22im, -2 - 2im, -77 + 77im]","(16,)"
309,false,1,"[3, 103]","Complex[3 + 0im, 103 + 0im]","Complex[3 + 0im, 103 + 0im]","Complex[3 + 0im, 103 + 0im, 0 + 3im, 0 + 103im, 0 - 3im, 0 - 103im, -3 + 0im, -103 + 0im]","(8,)"
310,false,,"[2, 5, 31]","Complex[1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 31 + 0im]",Complex[],Any[],"(0,)"
311,true,3,[311],Complex[311 + 0im],Complex[311 + 0im],"Complex[311 + 0im, 0 + 311im, 0 - 311im, -311 + 0im]","(4,)"
312,false,,"[2, 2, 2, 3, 13]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 3 + 2im, 3 - 2im]",Complex[],Any[],"(0,)"
313,true,1,[313],"Complex[13 + 12im, 13 - 12im]","Complex[13 + 12im, 13 - 12im]","Complex[13 + 12im, 13 - 12im, -12 + 13im, 12 + 13im, 12 - 13im, -12 - 13im, -13 - 12im, -13 + 12im]","(8,)"
314,false,,"[2, 157]","Complex[1 + 1im, 1 - 1im, 6 + 11im, 6 - 11im]","Complex[-5 + 17im, -5 - 17im, 2 + 0im, 157 + 0im]","Complex[-5 + 17im, -5 - 17im, 2 + 0im, 157 + 0im, -17 - 5im, 17 - 5im, 0 + 2im, 0 + 157im, 17 + 5im, -17 + 5im, 0 - 2im, 0 - 157im, 5 - 17im, 5 + 17im, -2 + 0im, -157 + 0im]","(16,)"
315,false,3,"[3, 3, 5, 7]","Complex[3 + 0im, 3 + 0im, 2 + 1im, 2 - 1im, 7 + 0im]",Complex[],Any[],"(0,)"
316,false,,"[2, 2, 79]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 79 + 0im]",Complex[],Any[],"(0,)"
317,true,1,[317],"Complex[14 + 11im, 14 - 11im]","Complex[14 + 11im, 14 - 11im]","Complex[14 + 11im, 14 - 11im, -11 + 14im, 11 + 14im, 11 - 14im, -11 - 14im, -14 - 11im, -14 + 11im]","(8,)"
318,false,,"[2, 3, 53]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 7 + 2im, 7 - 2im]",Complex[],Any[],"(0,)"
319,false,3,"[11, 29]","Complex[11 + 0im, 2 + 5im, 2 - 5im]",Complex[],Any[],"(0,)"
320,false,,"[2, 2, 2, 2, 2, 2, 5]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im]","Complex[8 - 16im, 8 + 16im, 8 + 8im, 20 - 20im]","Complex[8 - 16im, 8 + 16im, 8 + 8im, 20 - 20im, 16 + 8im, -16 + 8im, -8 + 8im, 20 + 20im, -16 - 8im, 16 - 8im, 8 - 8im, -20 - 20im, -8 + 16im, -8 - 16im, -8 - 8im, -20 + 20im]","(16,)"
321,false,1,"[3, 107]","Complex[3 + 0im, 107 + 0im]","Complex[3 + 0im, 107 + 0im]","Complex[3 + 0im, 107 + 0im, 0 + 3im, 0 + 107im, 0 - 3im, 0 - 107im, -3 + 0im, -107 + 0im]","(8,)"
322,false,,"[2, 7, 23]","Complex[1 + 1im, 1 - 1im, 7 + 0im, 23 + 0im]","Complex[7 + 7im, 23 - 23im, 2 + 0im, 161 + 0im]","Complex[7 + 7im, 23 - 23im, 2 + 0im, 161 + 0im, -7 + 7im, 23 + 23im, 0 + 2im, 0 + 161im, 7 - 7im, -23 - 23im, 0 - 2im, 0 - 161im, -7 - 7im, -23 + 23im, -2 + 0im, -161 + 0im]","(16,)"
323,false,3,"[17, 19]","Complex[1 + 4im, 1 - 4im, 19 + 0im]",Complex[],Any[],"(0,)"
324,false,,"[2, 2, 3, 3, 3, 3]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 3 + 0im, 3 + 0im]","Complex[0 + 18im, 0 - 18im, 4 + 0im, 81 + 0im]","Complex[0 + 18im, 0 - 18im, 4 + 0im, 81 + 0im, -18 + 0im, 18 + 0im, 0 + 4im, 0 + 81im, 0 - 4im, 0 - 81im, -4 + 0im, -81 + 0im]","(12,)"
325,false,1,"[5, 5, 13]","Complex[2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im, 3 + 2im, 3 - 2im]","Complex[1 + 18im, 1 - 18im, 10 + 5im, 26 - 13im]","Complex[1 + 18im, 1 - 18im, 10 + 5im, 26 - 13im, -18 + 1im, 18 + 1im, -5 + 10im, 13 + 26im, 18 - 1im, -18 - 1im, 5 - 10im, -13 - 26im, -1 - 18im, -1 + 18im, -10 - 5im, -26 + 13im]","(16,)"
326,false,,"[2, 163]","Complex[1 + 1im, 1 - 1im, 163 + 0im]",Complex[],Any[],"(0,)"
327,false,3,"[3, 109]","Complex[3 + 0im, 3 + 10im, 3 - 10im]",Complex[],Any[],"(0,)"
328,false,,"[2, 2, 2, 41]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 4 + 5im, 4 - 5im]","Complex[-18 - 2im, -18 + 2im, 4 + 0im, 82 + 0im]","Complex[-18 - 2im, -18 + 2im, 4 + 0im, 82 + 0im, 2 - 18im, -2 - 18im, 0 + 4im, 0 + 82im, -2 + 18im, 2 + 18im, 0 - 4im, 0 - 82im, 18 + 2im, 18 - 2im, -4 + 0im, -82 + 0im]","(16,)"
329,false,1,"[7, 47]","Complex[7 + 0im, 47 + 0im]","Complex[7 + 0im, 47 + 0im]","Complex[7 + 0im, 47 + 0im, 0 + 7im, 0 + 47im, 0 - 7im, 0 - 47im, -7 + 0im, -47 + 0im]","(8,)"
330,false,,"[2, 3, 5, 11]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 2 + 1im, 2 - 1im, 11 + 0im]","Complex[9 + 3im, 33 - 11im, 6 + 0im, 55 + 0im]","Complex[9 + 3im, 33 - 11im, 6 + 0im, 55 + 0im, -3 + 9im, 11 + 33im, 0 + 6im, 0 + 55im, 3 - 9im, -11 - 33im, 0 - 6im, 0 - 55im, -9 - 3im, -33 + 11im, -6 + 0im, -55 + 0im]","(16,)"
331,true,3,[331],Complex[331 + 0im],Complex[331 + 0im],"Complex[331 + 0im, 0 + 331im, 0 - 331im, -331 + 0im]","(4,)"
332,false,,"[2, 2, 83]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 83 + 0im]",Complex[],Any[],"(0,)"
333,false,1,"[3, 3, 37]","Complex[3 + 0im, 3 + 0im, 1 + 6im, 1 - 6im]","Complex[3 + 18im, 3 - 18im, 9 + 0im, 37 + 0im]","Complex[3 + 18im, 3 - 18im, 9 + 0im, 37 + 0im, -18 + 3im, 18 + 3im, 0 + 9im, 0 + 37im, 18 - 3im, -18 - 3im, 0 - 9im, 0 - 37im, -3 - 18im, -3 + 18im, -9 + 0im, -37 + 0im]","(16,)"
334,false,,"[2, 167]","Complex[1 + 1im, 1 - 1im, 167 + 0im]",Complex[],Any[],"(0,)"
335,false,3,"[5, 67]","Complex[2 + 1im, 2 - 1im, 67 + 0im]",Complex[],Any[],"(0,)"
336,false,,"[2, 2, 2, 2, 3, 7]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 7 + 0im]","Complex[-12 + 0im, -28 + 0im, 4 + 4im, 42 - 42im]","Complex[-12 + 0im, -28 + 0im, 4 + 4im, 42 - 42im, 0 - 12im, 0 - 28im, -4 + 4im, 42 + 42im, 0 + 12im, 0 + 28im, 4 - 4im, -42 - 42im, 12 + 0im, 28 + 0im, -4 - 4im, -42 + 42im]","(16,)"
337,true,1,[337],"Complex[9 + 16im, 9 - 16im]","Complex[9 + 16im, 9 - 16im]","Complex[9 + 16im, 9 - 16im, -16 + 9im, 16 + 9im, 16 - 9im, -16 - 9im, -9 - 16im, -9 + 16im]","(8,)"
338,false,,"[2, 13, 13]","Complex[1 + 1im, 1 - 1im, 3 + 2im, 3 - 2im, 3 + 2im, 3 - 2im]","Complex[-7 + 17im, -7 - 17im, 6 + 4im, 39 - 26im]","Complex[-7 + 17im, -7 - 17im, 6 + 4im, 39 - 26im, -17 - 7im, 17 - 7im, -4 + 6im, 26 + 39im, 17 + 7im, -17 + 7im, 4 - 6im, -26 - 39im, 7 - 17im, 7 + 17im, -6 - 4im, -39 + 26im]","(16,)"
339,false,3,"[3, 113]","Complex[3 + 0im, 8 + 7im, 8 - 7im]",Complex[],Any[],"(0,)"
340,false,,"[2, 2, 5, 17]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 1 + 4im, 1 - 4im]","Complex[-18 - 4im, -18 + 4im, 4 + 0im, 85 + 0im]","Complex[-18 - 4im, -18 + 4im, 4 + 0im, 85 + 0im, 4 - 18im, -4 - 18im, 0 + 4im, 0 + 85im, -4 + 18im, 4 + 18im, 0 - 4im, 0 - 85im, 18 + 4im, 18 - 4im, -4 + 0im, -85 + 0im]","(16,)"
341,false,1,"[11, 31]","Complex[11 + 0im, 31 + 0im]","Complex[11 + 0im, 31 + 0im]","Complex[11 + 0im, 31 + 0im, 0 + 11im, 0 + 31im, 0 - 11im, 0 - 31im, -11 + 0im, -31 + 0im]","(8,)"
342,false,,"[2, 3, 3, 19]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 19 + 0im]",Complex[],Any[],"(0,)"
343,false,3,"[7, 7, 7]","Complex[7 + 0im, 7 + 0im, 7 + 0im]",Complex[],Any[],"(0,)"
344,false,,"[2, 2, 2, 43]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 43 + 0im]",Complex[],Any[],"(0,)"
345,false,1,"[3, 5, 23]","Complex[3 + 0im, 2 + 1im, 2 - 1im, 23 + 0im]","Complex[6 - 3im, 46 + 23im, 6 + 3im, 46 - 23im]","Complex[6 - 3im, 46 + 23im, 6 + 3im, 46 - 23im, 3 + 6im, -23 + 46im, -3 + 6im, 23 + 46im, -3 - 6im, 23 - 46im, 3 - 6im, -23 - 46im, -6 + 3im, -46 - 23im, -6 - 3im, -46 + 23im]","(16,)"
346,false,,"[2, 173]","Complex[1 + 1im, 1 - 1im, 2 + 13im, 2 - 13im]","Complex[-11 + 15im, -11 - 15im, 2 + 0im, 173 + 0im]","Complex[-11 + 15im, -11 - 15im, 2 + 0im, 173 + 0im, -15 - 11im, 15 - 11im, 0 + 2im, 0 + 173im, 15 + 11im, -15 + 11im, 0 - 2im, 0 - 173im, 11 - 15im, 11 + 15im, -2 + 0im, -173 + 0im]","(16,)"
347,true,3,[347],Complex[347 + 0im],Complex[347 + 0im],"Complex[347 + 0im, 0 + 347im, 0 - 347im, -347 + 0im]","(4,)"
348,false,,"[2, 2, 3, 29]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 2 + 5im, 2 - 5im]",Complex[],Any[],"(0,)"
349,true,1,[349],"Complex[18 + 5im, 18 - 5im]","Complex[18 + 5im, 18 - 5im]","Complex[18 + 5im, 18 - 5im, -5 + 18im, 5 + 18im, 5 - 18im, -5 - 18im, -18 - 5im, -18 + 5im]","(8,)"
350,false,,"[2, 5, 5, 7]","Complex[1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im, 7 + 0im]",Complex[],Any[],"(0,)"
351,false,3,"[3, 3, 3, 13]","Complex[3 + 0im, 3 + 0im, 3 + 0im, 3 + 2im, 3 - 2im]",Complex[],Any[],"(0,)"
352,false,,"[2, 2, 2, 2, 2, 11]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 11 + 0im]",Complex[],Any[],"(0,)"
353,true,1,[353],"Complex[17 + 8im, 17 - 8im]","Complex[17 + 8im, 17 - 8im]","Complex[17 + 8im, 17 - 8im, -8 + 17im, 8 + 17im, 8 - 17im, -8 - 17im, -17 - 8im, -17 + 8im]","(8,)"
354,false,,"[2, 3, 59]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 59 + 0im]","Complex[3 + 3im, 59 - 59im, 2 + 0im, 177 + 0im]","Complex[3 + 3im, 59 - 59im, 2 + 0im, 177 + 0im, -3 + 3im, 59 + 59im, 0 + 2im, 0 + 177im, 3 - 3im, -59 - 59im, 0 - 2im, 0 - 177im, -3 - 3im, -59 + 59im, -2 + 0im, -177 + 0im]","(16,)"
355,false,3,"[5, 71]","Complex[2 + 1im, 2 - 1im, 71 + 0im]",Complex[],Any[],"(0,)"
356,false,,"[2, 2, 89]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 5 + 8im, 5 - 8im]","Complex[-16 + 10im, -16 - 10im, 2 + 2im, 89 - 89im]","Complex[-16 + 10im, -16 - 10im, 2 + 2im, 89 - 89im, -10 - 16im, 10 - 16im, -2 + 2im, 89 + 89im, 10 + 16im, -10 + 16im, 2 - 2im, -89 - 89im, 16 - 10im, 16 + 10im, -2 - 2im, -89 + 89im]","(16,)"
357,false,1,"[3, 7, 17]","Complex[3 + 0im, 7 + 0im, 1 + 4im, 1 - 4im]","Complex[3 + 12im, 7 - 28im, 21 + 0im, 17 + 0im]","Complex[3 + 12im, 7 - 28im, 21 + 0im, 17 + 0im, -12 + 3im, 28 + 7im, 0 + 21im, 0 + 17im, 12 - 3im, -28 - 7im, 0 - 21im, 0 - 17im, -3 - 12im, -7 + 28im, -21 + 0im, -17 + 0im]","(16,)"
358,false,,"[2, 179]","Complex[1 + 1im, 1 - 1im, 179 + 0im]",Complex[],Any[],"(0,)"
359,true,3,[359],Complex[359 + 0im],Complex[359 + 0im],"Complex[359 + 0im, 0 + 359im, 0 - 359im, -359 + 0im]","(4,)"
360,false,,"[2, 2, 2, 3, 3, 5]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 2 + 1im, 2 - 1im]","Complex[-18 + 6im, -18 - 6im, 4 + 4im, 45 - 45im]","Complex[-18 + 6im, -18 - 6im, 4 + 4im, 45 - 45im, -6 - 18im, 6 - 18im, -4 + 4im, 45 + 45im, 6 + 18im, -6 + 18im, 4 - 4im, -45 - 45im, 18 - 6im, 18 + 6im, -4 - 4im, -45 + 45im]","(16,)"
361,false,1,"[19, 19]","Complex[19 + 0im, 19 + 0im]",Complex[19 + 0im],"Complex[19 + 0im, 0 + 19im, 0 - 19im, -19 + 0im]","(4,)"
362,false,,"[2, 181]","Complex[1 + 1im, 1 - 1im, 10 + 9im, 10 - 9im]","Complex[1 + 19im, 1 - 19im, 2 + 0im, 181 + 0im]","Complex[1 + 19im, 1 - 19im, 2 + 0im, 181 + 0im, -19 + 1im, 19 + 1im, 0 + 2im, 0 + 181im, 19 - 1im, -19 - 1im, 0 - 2im, 0 - 181im, -1 - 19im, -1 + 19im, -2 + 0im, -181 + 0im]","(16,)"
363,false,3,"[3, 11, 11]","Complex[3 + 0im, 11 + 0im, 11 + 0im]",Complex[],Any[],"(0,)"
364,false,,"[2, 2, 7, 13]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 7 + 0im, 3 + 2im, 3 - 2im]",Complex[],Any[],"(0,)"
365,false,1,"[5, 73]","Complex[2 + 1im, 2 - 1im, 8 + 3im, 8 - 3im]","Complex[13 + 14im, 13 - 14im, 5 + 0im, 73 + 0im]","Complex[13 + 14im, 13 - 14im, 5 + 0im, 73 + 0im, -14 + 13im, 14 + 13im, 0 + 5im, 0 + 73im, 14 - 13im, -14 - 13im, 0 - 5im, 0 - 73im, -13 - 14im, -13 + 14im, -5 + 0im, -73 + 0im]","(16,)"
366,false,,"[2, 3, 61]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 5 + 6im, 5 - 6im]",Complex[],Any[],"(0,)"
367,true,3,[367],Complex[367 + 0im],Complex[367 + 0im],"Complex[367 + 0im, 0 + 367im, 0 - 367im, -367 + 0im]","(4,)"
368,false,,"[2, 2, 2, 2, 23]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 23 + 0im]",Complex[],Any[],"(0,)"
